352.1667 2884.0 188
352.4963 2888.0 188
352.8259 2884.0 188
353.1555 2880.0 188
353.4796 2880.0 188
353.8092 2876.0 188
354.1388 2872.0 188
354.4684 2880.0 188
354.7925 2880.0 188
355.1221 2876.0 188
355.4517 2876.0 188
355.7813 2876.0 188
356.1053 2872.0 188
356.4514 2872.0 188
356.7810 2876.0 188
357.1051 2876.0 188
357.4347 2872.0 188
357.7643 2864.0 188
358.0884 2868.0 188
358.4180 2868.0 188
358.7476 2872.0 188
359.0771 2872.0 188
359.4012 2876.0 188
359.7308 2872.0 188
0.0604 2872.0 188
0.3900 2872.0 188
0.7141 2872.0 188
1.0602 2880.0 188
1.3898 2880.0 188
1.7139 2876.0 188
2.0435 2876.0 188
2.3730 2880.0 188
2.7026 2876.0 188
3.0267 2876.0 188
3.3563 2884.0 188
3.6859 2892.0 188
4.0155 2888.0 188
4.3396 2892.0 188
4.6692 2892.0 188
4.9988 2900.0 188
5.3229 2904.0 188
5.6689 2904.0 188
5.9985 2904.0 188
6.3281 2904.0 188
6.6522 2912.0 188
6.9818 2912.0 188
7.3114 2916.0 188
7.6355 2920.0 188
7.9651 2924.0 188
8.2947 2928.0 188
8.6243 2932.0 188
8.9484 2932.0 188
9.2780 2936.0 188
9.6075 2936.0 188
9.9371 2936.0 188
10.2777 2944.0 188
10.6073 2948.0 188
10.9369 2948.0 188
11.2610 2952.0 188
11.5906 2960.0 188
11.9202 2964.0 188
12.2498 2964.0 188
12.5739 2968.0 188
12.9034 2972.0 188
13.2330 2976.0 188
13.5571 2980.0 188
13.8867 2992.0 188
14.2163 2996.0 188
14.5459 3000.0 188
14.8700 3008.0 188
15.1996 3008.0 188
15.5457 3012.0 188
15.8698 3020.0 188
16.1993 3024.0 188
16.5289 3028.0 188
16.8585 3032.0 188
17.1826 3040.0 188
17.5122 3044.0 188
17.8418 3044.0 188
18.1714 3052.0 188
18.4955 3056.0 188
18.8251 3064.0 188
19.1547 3072.0 188
19.4348 3080.0 188
19.7644 3088.0 188
20.0885 3096.0 188
20.4181 3108.0 188
20.7477 3120.0 188
21.0773 3136.0 188
21.4014 3148.0 188
21.7310 3152.0 188
22.0605 3160.0 188
22.3901 3168.0 188
22.7142 3172.0 188
23.0438 3180.0 188
23.3734 3184.0 188
23.7140 3188.0 188
24.0436 3196.0 188
24.3732 3204.0 188
24.7028 3212.0 188
25.0269 3220.0 188
25.3564 3228.0 188
25.6860 3240.0 188
26.0156 3252.0 188
26.3397 3264.0 188
26.6693 3284.0 188
26.9989 3304.0 188
27.3230 3312.0 188
27.6526 3324.0 188
27.9822 3336.0 188
28.3118 3344.0 188
28.6359 3348.0 188
28.9819 3360.0 188
29.3115 3364.0 188
29.6356 3376.0 188
29.9652 3384.0 188
30.2948 3396.0 188
30.6244 3412.0 188
30.9485 3432.0 188
31.2781 3440.0 188
31.6077 3456.0 188
31.9373 3472.0 188
32.2614 3484.0 188
32.5909 3504.0 188
32.8711 3524.0 188
33.2007 3536.0 188
33.5303 3544.0 188
33.8544 3556.0 188
34.1840 3568.0 188
34.5135 3584.0 188
34.8431 3604.0 188
35.1672 3620.0 188
35.4968 3632.0 188
35.8264 3648.0 188
36.1560 3664.0 188
36.4801 3676.0 188
36.8097 3696.0 188
37.1558 3716.0 188
37.4799 3732.0 188
37.8094 3752.0 188
38.1390 3780.0 188
38.4686 3800.0 188
38.7927 3820.0 188
39.1223 3836.0 188
39.4519 3848.0 188
39.7760 3864.0 188
40.1056 3880.0 188
40.4352 3896.0 188
40.7648 3916.0 188
41.1053 3932.0 188
42.3743 1378.0 188
42.6984 1378.0 188
43.0280 1376.0 188
43.3740 1376.0 188
43.6981 1378.0 188
44.0277 1382.0 188
44.3573 1384.0 188
45.3406 1388.0 188
80.4639 148.0 188
80.9198 169.0 188
81.2933 168.0 188
81.7328 166.0 188
82.0129 167.0 188
82.2766 168.0 188
82.7325 166.0 188
83.1061 165.0 188
83.3862 166.0 188
83.6554 167.0 188
83.9795 167.0 188
84.3750 166.0 188
84.6991 166.0 188
85.0287 166.0 188
85.3583 166.0 188
85.6824 166.0 188
86.0614 165.0 188
86.3855 165.0 188
86.7151 165.0 188
87.0447 165.0 188
87.3743 165.0 188
87.6984 165.0 188
88.0280 165.0 188
88.3575 165.0 188
88.6981 165.0 188
89.0277 165.0 188
89.3573 165.0 188
89.6869 165.0 188
90.0110 165.0 188
90.3406 165.0 188
90.6702 165.0 188
90.9998 165.0 188
91.3239 165.0 188
91.6534 165.0 188
91.9830 165.0 188
92.3071 165.0 188
92.6367 165.0 188
92.9663 165.0 188
93.2959 165.0 188
93.6200 165.0 188
93.9496 165.0 188
94.2792 165.0 188
94.6088 165.0 188
94.9329 165.0 188
95.2625 165.0 188
95.5920 165.0 188
95.9216 165.0 188
96.2457 165.0 188
96.5149 166.0 188
96.8390 166.0 188
97.1686 166.0 188
97.4982 166.0 188
97.8278 166.0 188
98.1519 166.0 188
98.4814 166.0 188
98.8275 166.0 188
99.0912 167.0 188
99.4208 167.0 188
99.7449 167.0 188
100.0745 167.0 188
100.4041 167.0 188
100.7336 167.0 188
101.0577 167.0 188
101.3269 168.0 188
101.6510 168.0 188
101.9971 168.0 188
102.3267 168.0 188
102.6563 168.0 188
102.9199 169.0 188
103.2495 169.0 188
103.5736 169.0 188
103.9032 169.0 188
104.1669 170.0 188
104.4965 170.0 188
104.8260 170.0 188
105.1062 171.0 188
105.4358 171.0 188
105.7654 171.0 188
106.0895 171.0 188
106.3586 172.0 188
106.6827 172.0 188
107.0123 172.0 188
107.3419 172.0 188
107.6715 173.0 188
107.9956 173.0 188
108.3252 173.0 188
108.6053 174.0 188
108.9349 174.0 188
109.2645 174.0 188
109.5282 175.0 188
109.8578 175.0 188
110.1874 175.0 188
110.4675 176.0 188
110.7916 176.0 188
111.0608 177.0 188
111.3904 177.0 188
111.7145 177.0 188
112.0276 178.0 188
112.3572 178.0 188
112.6373 179.0 188
112.9504 179.0 188
113.2800 179.0 188
113.5437 180.0 188
113.8733 180.0 188
114.1534 181.0 188
119.5148 2340.0 188
119.8389 2340.0 188
120.1685 2348.0 188
120.4980 2356.0 188
120.8112 2368.0 188
121.1353 2376.0 188
121.4648 2388.0 188
121.7944 2396.0 188
122.1240 2404.0 188
122.4481 2416.0 188
122.7777 2424.0 188
123.6401 2800.0 188
123.9642 2856.0 188
124.2938 2868.0 188
124.6234 2852.0 188
124.9365 2860.0 188
125.2606 2872.0 188
125.5902 2884.0 188
125.9198 2900.0 188
126.2494 2912.0 188
126.5735 2924.0 188
126.8866 2948.0 188
127.2162 2976.0 188
127.5458 3000.0 188
127.8699 3012.0 188
128.1995 3024.0 188
128.5291 3032.0 188
128.8586 3052.0 188
129.1223 3108.0 188
129.4519 3156.0 188
129.7760 3196.0 188
130.5286 2508.0 188
130.8582 2524.0 188
131.1823 2536.0 188
131.5118 2552.0 188
131.8414 2572.0 188
132.1710 2588.0 188
132.4951 2604.0 188
132.8082 2616.0 188
133.1378 2628.0 188
133.4674 2644.0 188
134.4507 2664.0 188
139.8120 264.0 188
140.0757 265.0 188
140.4053 266.0 188
140.6854 268.0 188
141.0150 269.0 188
141.2787 271.0 188
141.6083 273.0 188
141.8884 275.0 188
142.1521 277.0 188
142.4817 279.0 188
142.7618 281.0 188
143.0310 283.0 188
143.2947 286.0 188
143.6243 288.0 188
143.9484 289.0 188
144.2340 291.0 188
144.4977 294.0 188
144.8273 296.0 188
145.1074 299.0 188
145.3711 302.0 188
145.6512 304.0 188
145.9808 306.0 188
146.2500 308.0 188
146.5137 312.0 188
146.8433 315.0 188
147.1234 317.0 188
147.4530 319.0 188
147.7167 322.0 188
147.9968 325.0 188
148.2605 328.0 188
148.5901 331.0 188
148.8593 334.0 188
149.1394 337.0 188
149.4635 341.0 188
149.7327 345.0 188
151.5894 352.0 188
151.9794 350.0 188
152.3090 350.0 188
152.6385 349.0 188
152.9681 348.0 188
153.2922 347.0 188
153.6713 346.0 188
153.9954 346.0 188
154.3250 345.0 188
154.6545 344.0 188
154.9841 343.0 188
155.3082 342.0 188
155.6982 341.0 188
156.0278 341.0 188
156.3574 340.0 188
156.6870 340.0 188
157.0111 339.0 188
157.3407 338.0 188
157.6703 338.0 188
157.9999 337.0 188
158.3899 336.0 188
158.7140 335.0 188
159.0436 334.0 188
159.3732 334.0 188
159.7028 333.0 188
160.0269 333.0 188
160.4059 332.0 188
160.7300 331.0 188
161.0596 330.0 188
161.3892 330.0 188
161.7188 329.0 188
162.0428 329.0 188
162.3724 328.0 188
162.7020 328.0 188
163.0920 327.0 188
163.4216 326.0 188
